id,budget,original_language,genres,popularity,release_date,runtime,title,revenue
1514,10000000,en,,6.370105,2/4/2000,101,Gun Shy,1631839
1515,10000000,en,,17.602928,8/19/2015,97,Sinister 2,52882018
1516,65000000,en,,19.083823,3/2/2007,157,Zodiac,84785914
1517,25000000,en,,8.338562,9/5/2009,109,Up in the Air,163670000
1518,800000,en,,11.84696,3/9/1984,93,Children of the Corn,14000000
1519,0,en,,0.075885,9/28/1990,98,American Dream,269823
1520,8000000,en,,9.609879,11/4/2016,103,A Street Cat Named Bob,82703
1521,0,en,,9.442756,8/4/1982,90,Things Are Tough All Over,21134374
1522,130000000,en,,10.747642,5/30/2013,100,After Earth,243843127
1523,0,ru,,0.780748,9/22/2016,111,Petersburg: Only for Love,243000
1524,18000000,fr,,9.746725,3/16/2006,105,Renaissance,1831348
1525,88000000,en,,21.14796,7/16/2015,105,Pixels,243637091
1526,777000,en,,8.152085,3/11/1971,86,THX 1138,2437000
1527,42000000,en,,8.371005,4/3/2002,115,High Crimes,63781810
1528,2000000,en,,3.3924,4/7/1994,85,Leprechaun 2,2260622
1529,12000000,fr,,4.726238,1/8/2014,106,Yves Saint Laurent,21026290
1530,0,en,,1.650666,5/11/2001,111,Sordid Lives,1079726
1531,10000000,en,,7.176601,2/9/1990,96,Hard to Kill,47410000
1532,36000000,en,,9.244469,1/13/2011,84,Gnomeo & Juliet,189712432
1533,15000000,en,,11.239012,3/2/2011,107,One Day,59389433
1534,0,en,,2.238458,8/18/1988,95,1969,5979011
1535,0,en,,0.739681,12/24/2008,94,Free Style,140987
1536,850000,en,,3.334942,7/10/2003,107,Latter Days,819939
1537,14000000,en,,8.093442,10/16/2015,106,Suffragette,16002420
1538,0,en,,5.769957,2/2/2010,81,Planet Hulk,7000000
1539,4798235,en,,9.336568,8/17/2011,107,The Awakening,209696
1540,10000000,en,,3.033797,6/24/2011,98,A Better Life,1759252
1541,0,en,,7.87202,4/17/2015,100,True Story,4719695
1542,750000,ru,,0.201582,6/5/2014,0,All at Once,3
1543,4000000,fr,,5.099557,4/1/1997,100,La vérité si je mens !,29456000
1544,0,en,,9.904821,5/31/1991,97,Soapdish,36489888
1545,0,en,,5.966121,4/22/2016,87,Elvis & Nixon,1055287
1546,20000000,en,,10.038613,1/6/2009,98,Daybreakers,51416464
1547,0,en,,6.231928,3/17/2013,130,The Reluctant Fundamentalist,519535
1548,90000000,en,,11.605735,11/25/2003,87,The Haunted Mansion,182290266
1549,500000,en,,0.482527,10/20/2006,157,Varalaru,500000
1550,2500000,en,,1.216497,3/13/2016,84,Jimmy Vestvood: Amerikan Hero,230069
1551,145000000,en,,12.256689,6/12/2014,102,How to Train Your Dragon 2,609123048
1552,0,en,,0.779768,2/22/2013,106,"Bless Me, Ultima",1553826
1553,30000000,en,,8.040589,11/24/1993,138,A Perfect World,135130999
1554,0,en,,4.548774,10/7/2011,93,Tyrannosaur,22321
1555,0,en,,1.567626,8/12/1983,98,Hercules,10676194
1556,17500000,en,,7.481125,8/25/2006,110,Beerfest,19179969
1557,7000000,en,,6.904831,2/21/1996,91,Bottle Rocket,560069
1558,75000000,en,,8.940007,10/24/2005,129,The Legend of Zorro,142400065
1559,27220000,en,,12.388833,7/18/2013,105,The Frozen Ground,5496951
1560,22000000,en,,11.275132,10/7/2010,105,Stone,9479718
1561,1200000,en,,8.471302,3/25/1983,81,Fire and Ice,760883
1562,7000000,en,,7.791952,2/5/1988,98,The Serpent and the Rainbow,19595031
1563,0,ja,,7.074042,9/28/2013,121,"Like Father, Like Son",19978961
1564,6000000,en,,12.457908,1/22/1999,108,The Boondock Saints,30471
1565,15000000,en,,7.492658,3/20/2013,140,The Place Beyond the Pines,35485608
1566,28000000,en,,13.143061,12/11/2015,130,The Big Short,133346506
1567,0,en,,0.535931,9/19/2010,88,Picture Me,11000
1568,2000000,en,,11.276024,5/25/2007,108,Waitress,22179430
1569,70000000,en,,3.062626,9/1/1999,101,Chill Factor,11263966
1570,0,en,,8.948565,5/19/1988,110,Crocodile Dundee II,239606210
1571,0,en,,12.994387,6/16/1955,76,Lady and the Tramp,93600000
1572,40000000,en,,6.417385,5/2/2008,101,Made of Honor,84601681
1573,9100000,hi,,4.23908,12/25/2008,183,Ghajini,76000000
1574,450000,en,,2.333661,6/7/2006,84,Conversations with Other Women,973525
1575,0,en,,2.605017,2/17/2017,85,Lovesong,6700
1576,10500000,en,,4.668541,10/26/1990,89,Graveyard Shift,11582891
1577,4000000,en,,11.609441,8/31/2003,102,Lost in Translation,119723856
1578,1000000,en,,2.301183,5/21/1975,96,Breakout,16000000
1579,28000000,en,,17.26045,3/22/2010,117,Kick-Ass,96188903
1580,80000000,zh,,7.309903,1/7/2009,136,Red Cliff Part II,121059225
1581,1300000,en,,6.636872,12/3/1951,105,The African Queen,10750000
1582,10000000,en,,0.524432,5/24/2003,127,"The Tulse Luper Suitcases, Part 1: The Moab Story",25800
1583,25000000,en,,1.466461,3/19/1999,87,The King and I,12000000
1584,9000000,en,,6.484495,11/14/1986,114,Hoosiers,28607524
1585,17000000,en,,7.19669,2/6/2009,95,My Life in Ruins,20455276
1586,0,en,,11.127884,9/8/2005,83,The Man,12382362
1587,44500000,en,,14.238234,10/11/2012,120,Argo,232324128
1588,30000000,en,,8.032638,1/30/1991,91,Highlander II: The Quickening,15556340
1589,35000000,en,,8.155604,3/4/2016,112,Whiskey Tango Foxtrot,23083334
1590,0,en,,6.549788,6/9/2017,97,The Hero,3384747
1591,0,en,,5.086013,7/3/2013,96,Ain't Them Bodies Saints,1031243
1592,31000000,en,,5.418428,8/9/1990,103,Arachnophobia,53208180
1593,1250000,en,,8.731331,11/25/1945,101,The Lost Weekend,11000000
1594,45000000,en,,6.84109,8/11/2005,109,Four Brothers,92374674
1595,12000000,en,,6.140116,10/10/2008,89,Quarantine,40855419
1596,0,en,,6.851243,9/19/2013,89,Coherence,102617
1597,10000000,en,,6.638116,2/10/1995,89,Billy Madison,26488734
1598,16000000,en,,9.101896,12/7/2001,89,Not Another Teen Movie,66468332
1599,150000000,en,,1.456541,4/28/2009,107,X-Men Origins: Wolverine,373062864
1600,2000000,ru,,0.570293,6/23/2005,90,Dreaming of Space,696681
1601,50000000,en,,6.496271,1/30/2004,88,The Big Bounce,6808550
1602,70000000,en,,16.316318,10/1/2014,92,Dracula Untold,215529201
1603,0,en,,0.575656,11/13/1992,105,Traces of Red,3206713
1604,20000000,en,,13.591485,3/19/2009,108,12 Rounds,17280326
1605,4520000,en,,3.372304,3/11/1983,101,10 to Midnight,7175592
1606,6000000,it,,7.217205,1/9/2014,111,Human Capital,5809330
1607,11000000,en,,12.293202,5/18/2015,109,Louder Than Bombs,161789
1608,40000000,en,,13.256679,3/10/2017,111,The Ottoman Lieutenant,240978
1609,50000000,en,,17.126768,5/22/1992,114,Alien³,159773545
1610,0,en,,7.601439,6/12/1998,101,High Art,1929168
1611,15000000,en,,3.550711,3/31/2000,94,Whatever It Takes,9902115
1612,73000000,en,,11.604533,8/7/1998,98,Snake Eyes,103891409
1613,14000000,en,,8.30721,9/30/1993,98,Cool Runnings,154864401
1614,50000000,en,,9.930326,2/21/2003,130,The Life of David Gale,38955598
1615,19000000,en,,10.187278,10/29/1999,93,House on Haunted Hill,40846082
1616,30000000,en,,11.589835,8/5/2009,112,District 9,210819611
1617,18000000,en,,6.303384,12/1/1984,122,The River,11500000
1618,0,en,,10.107677,5/17/2004,95,The Assassination of Richard Nixon,3537961
1619,891000,en,,0.179246,2/20/1998,89,A Place Called Chiapas,229000
1620,43000000,en,,10.536255,12/21/2000,136,Finding Forrester,80049764
1621,55000000,en,,15.178338,7/7/1995,134,First Knight,127600435
1622,662141,en,,1.233446,4/9/1943,98,Cabin in the Sky,1606624
1623,400000,en,,0.218588,7/26/2001,97,Jackpot,43719
1624,0,fr,,4.071187,4/13/1955,122,Rififi,460226
1625,85000000,en,,14.048694,6/26/1997,93,Hercules,252712101
1626,45000000,en,,13.53003,8/22/2008,105,Death Race,73762516
1627,0,en,,4.494016,3/2/2012,102,Being Flynn,540152
1628,0,en,,2.738,3/18/1983,105,High Road to China,28400000
1629,1800000,en,,6.694959,10/9/1971,104,The French Connection,41158757
1630,0,en,,0.269126,6/1/1999,116,Uninvited Guest,170832
1631,260000000,en,,39.186819,6/21/2017,149,Transformers: The Last Knight,604942143
1632,15000000,en,,9.895652,2/8/2008,107,In Bruges,34533783
1633,3000000,ru,,1.412333,12/29/2010,73,Tri bogatyrya i Shamakhanskaya tsaritsa,19010585
1634,30000000,ja,,7.554848,7/17/1999,84,Pokémon: The Movie 2000,133949270
1635,7000000,en,,11.789813,6/15/1979,119,Rocky II,200182160
1636,30000000,en,,4.655727,1/15/1993,101,Body of Evidence,13273595
1637,0,en,,4.11326,9/15/2012,93,Song for Marion,1697294
1638,25000000,en,,6.851628,4/30/1999,92,Idle Hands,4152230
1639,0,ja,,8.271179,1/31/2008,129,L: Change the World,30231200
1640,17000000,en,,5.772293,4/28/1989,101,K-9,78247647
1641,4600000,hi,,4.342418,7/12/2013,186,Bhaag Milkha Bhaag,25000000
1642,4500000,en,,7.522655,6/5/1986,86,From Beyond,1261000
1643,110000000,en,,17.159576,12/11/1997,119,Tomorrow Never Dies,333011068
1644,61000000,en,,41.225769,9/9/2015,132,Maze Runner: The Scorch Trials,311256926
1645,1000000,en,,7.666558,9/30/2011,129,Courageous,34522221
1646,0,en,,4.13905,10/18/1996,144,The Portrait of a Lady,3692836
1647,20000000,en,,17.136672,7/28/1993,104,Robin Hood: Men in Tights,35739755
1648,15000000,en,,15.388875,8/6/2011,100,Drive,78054825
1649,500000,en,,0.321515,6/6/1997,95,Squeeze,10300
1650,7000000,en,,7.738924,9/16/2005,106,Everything is Illuminated,2697930
1651,1400000,en,,12.06308,11/9/1950,138,All About Eve,63463
1652,0,cn,,9.206356,2/10/1996,107,First Strike,21890845
1653,5000000,en,,1.564774,2/4/1998,100,Your Friends & Neighbors,4710749
1654,20000000,en,,9.502332,4/16/2004,98,Connie and Carla,11341016
1655,0,ko,,1.322781,11/15/2012,107,Code Name: Jackal,1261947
1656,22000000,en,,13.966833,6/24/1977,121,Sorcerer,12000000
1657,18000000,hi,,4.19356,8/9/2013,141,Chennai Express,62000000
1658,12500000,en,,9.543004,2/14/2014,100,About Last Night,49002684
1659,0,en,,1.773963,6/25/2007,86,Kabluey,83398
1660,20000000,en,,1.057387,11/12/1982,93,Alone in the Dark,8178569
1661,4000000,en,,12.410427,7/7/1959,136,North by Northwest,13275000
1662,14000000,fr,,5.355452,12/20/1981,126,Taps,35856053
1663,360000,en,,1.345165,8/18/1967,113,The Born Losers,36000000
1664,25000000,en,,10.932786,7/19/1985,94,Legend,15502112
1665,48000000,en,,8.781588,10/19/2000,93,Bedazzled,90383208
1666,16400000,en,,19.905716,6/2/1989,129,Dead Poets Society,235860116
1667,18000000,en,,11.720358,9/27/1994,127,Ed Wood,5887457
1668,0,en,,8.513889,8/31/1949,104,The Third Man,596349
1669,700000,en,,9.47666,9/12/1994,171,Hoop Dreams,7830611
1670,2000000,es,,8.367858,9/12/2012,89,Aftershock,58510
1671,20000000,en,,11.11946,10/1/2010,116,Let Me In,24145613
1672,15000000,en,,12.860385,5/3/1996,101,The Craft,24769466
1673,10000000,en,,7.676017,11/11/2010,100,Skyline,66821036
1674,185000000,en,,123.167259,7/16/2008,152,The Dark Knight,1004558444
1675,28000000,en,,5.715737,10/5/2001,90,Serendipity,77516304
1676,20000000,en,,9.059459,9/12/1989,94,Johnny Handsome,7237794
1677,1900000,pt,,1.075939,8/17/2000,104,"Me, You, Them",2070806
1678,25000000,en,,8.383246,8/6/2015,120,The 33,24902723
1679,8500000,en,,10.990614,1/2/2014,107,The Zero Theorem,770706
1680,60000,en,,14.838386,7/14/1999,81,The Blair Witch Project,248000000
1681,180000,fa,,7.523517,8/1/1997,89,Children of Heaven,900000
1682,16000000,en,,3.859495,12/22/1995,127,Waiting to Exhale,81452156
1683,11000000,en,,7.715908,1/24/2001,81,Sugar & Spice,13276953
1684,0,en,,0.000308,3/29/1985,105,The Slugger's Wife,1878561
1685,2153912,ru,,0.334881,2/27/2014,83,Easy on the Eyes,4864560
1686,60000000,en,,11.131917,11/14/1997,124,The Jackal,159330280
1687,3000000,en,,6.09018,8/26/1948,133,Red River,9012000
1688,0,en,,1.437622,8/19/1993,79,Blue,1718328
1689,41000000,en,,12.929653,3/20/2009,105,"I Love You, Man",91636986
1690,0,fr,,0.326486,9/13/1972,98,A Gorgeous Girl Like Me,457163
1691,0,en,,10.001517,9/4/2014,108,The Dead Lands,5240
1692,7000000,en,,12.61469,4/5/1996,98,Fargo,60611975
1693,20000000,en,,0.69162,7/31/1981,98,Under the Rainbow,2297493
1694,5000000,en,,5.147819,3/31/1996,89,Doctor Who,42000000
1695,521873,hi,,1.668794,6/24/2016,127,Raman Raghav 2.0,1013926
1696,34000000,en,,228.032744,6/28/2017,113,Baby Driver,224511319
1697,0,fr,,6.586401,2/21/1990,115,La Femme Nikita,5000000
1698,0,en,,5.860319,1/31/1992,132,Shining Through,21621000
1699,50000000,en,,10.563152,12/22/2011,124,We Bought a Zoo,120081841
1700,20000000,en,,18.006896,4/12/2007,105,Disturbia,117760134
1701,0,en,,9.968395,12/30/1992,135,Lorenzo's Oil,7286388
1702,0,fr,,1.784682,9/25/2013,77,On the Way to School,7424
1703,0,en,,2.083318,1/1/1988,86,Cohen and Tate,64227
1704,3837625,en,,0.749665,10/19/2010,103,West Is West,3867000
1705,42000000,en,,10.174298,3/11/2011,100,Red Riding Hood,89162162
1706,0,en,,1.210627,12/20/1985,108,The Trip to Bountiful,7218340
1707,0,en,,10.847383,3/17/1959,141,Rio Bravo,5800000
1708,20000000,en,,4.444724,1/17/2003,101,A Guy Thing,17432163
1709,120000000,en,,5.458387,12/17/2010,121,How Do You Know,48668907
1710,45000000,en,,9.875573,5/13/2005,95,Kicking & Screaming,56070433
1711,15000000,en,,7.390012,12/15/1986,130,Heartbreak Ridge,42724017
1712,1000000,en,,6.107378,9/12/2014,87,Honeymoon,9318
1713,50000000,en,,6.572049,9/24/2005,99,Stay,8342132
1714,0,en,,11.485473,1/31/2003,115,The Recruit,101191884
1715,5000000,en,,1.629796,12/10/1982,80,It Came from Hollywood,2091037
1716,152000000,en,,146.161786,7/11/2017,140,War for the Planet of the Apes,369907963
1717,0,es,,5.435993,3/20/2009,96,Sin Nombre,5101756
1718,120000000,en,,10.246549,1/30/2014,102,RoboCop,242688965
1719,3347850,it,,2.906503,4/1/2011,108,Boris - Il film,1248748
1720,4437508,hi,,3.779077,9/14/2012,155,Barfi,2804874
1721,0,en,,5.773277,6/21/1985,117,Cocoon,85313124
1722,94000000,en,,5.310558,4/27/2001,116,Driven,54744738
1723,40000000,en,,9.832342,1/13/2011,93,The Mechanic,51070807
1724,120000000,en,,17.246484,8/5/2015,100,Fantastic Four,167977596
1725,0,en,,9.590695,11/24/1974,128,Murder on the Orient Express,27634716
1726,45000000,en,,7.288046,7/2/2003,95,"Legally Blonde 2: Red, White & Blonde",124914842
1727,14000000,en,,6.892056,4/12/1991,91,Out for Justice,39673161
1728,8000000,en,,11.23915,9/3/2009,92,Extract,10848783
1729,10000000,en,,6.452069,9/10/2011,102,Killer Joe,3665069
1730,5200000,hi,,1.891138,8/22/1998,163,Dil Se..,13000000
1731,4000000,es,,10.067238,1/19/2017,90,Black Snow,1440000
1732,3900000,ta,,0.562097,2/18/2000,199,Hey Ram,4900000
1733,5500000,hi,,1.250293,9/13/2013,140,Grand Masti,47000000
1734,25000000,fr,,6.710598,4/9/2010,105,The Extraordinary Adventures of Adèle Blanc-Sec,34100000
1735,40000000,en,,13.043999,5/25/1990,118,Back to the Future Part III,244527583
1736,63000000,en,,8.863776,6/11/1993,127,Jurassic Park,920100000
1737,5000000,en,,5.957998,4/1/2016,121,God's Not Dead 2,23507567
1738,2000000,en,,2.812182,9/12/2004,90,It's All Gone Pete Tong,120620
1739,0,en,,9.64078,12/4/1992,112,The Distinguished Gentleman,46434570
1740,38000000,en,,6.456233,12/19/1997,98,MouseHunt,122417389
1741,0,en,,5.66966,8/3/1979,119,North Dallas Forty,26079312
1742,15000000,en,,1.158196,5/11/2001,111,Down,163169
1743,30000000,en,,9.128905,8/22/1997,105,Mimic,25480490
1744,48000000,en,,7.198455,5/28/1993,104,Super Mario Bros.,20915465
1745,50000000,en,,17.887943,10/8/2014,141,The Judge,83719388
1746,6400000,en,,19.293562,10/26/1984,108,The Terminator,78371200
1747,750000,en,,1.500013,7/4/2005,98,The Derby Stallion,4000000
1748,9000000,en,,9.202416,8/11/2011,84,Glee: The Concert Movie,18663238
1749,0,en,,2.033354,8/8/2008,86,Beer for My Horses,666045
1750,5000000,fr,,4.206655,5/13/2015,119,Standing Tall,26144
1751,1000000,zh,,2.709403,8/4/1993,109,The Wedding Banquet,6933459
1752,17820000,fr,,9.482248,1/28/2004,94,RRRrrrr!!!,14054361
1753,50000000,en,,12.508518,7/1/1994,99,Baby's Day Out,16671505
1754,0,ro,,1.812899,5/13/2010,99,"Tuesday, After Christmas",20666
1755,2,en,,2.466066,9/28/1995,95,Mute Witness,1
1756,14000000,en,,0.964715,8/24/2007,94,Fishtales,9216
1757,0,cn,,1.528202,8/11/2016,108,Line Walker,88658655
1758,1300000,vi,,0.044561,2/22/2006,135,Journey from the Fall,639000
1759,0,en,,3.367276,10/6/1995,96,Kicking and Screaming,718490
1760,130000000,en,,14.89499,8/8/2012,120,The Bourne Legacy,276572938
1761,290000,en,,0.140491,4/7/2028,85,Across to Singapore,596000
1762,190000000,en,,27.275687,4/1/2015,137,Furious 7,1506249360
1763,2600000,en,,13.233262,2/7/1974,93,Blazing Saddles,119500000
1764,250000,en,,8.168456,1/21/2021,68,The Kid,2500000
1765,3000000,en,,8.851646,10/2/1957,161,The Bridge on the River Kwai,27200000
1766,0,en,,4.290624,9/24/2009,120,Desert Flower,14631377
1767,0,hi,,0.371679,7/13/2001,158,Tum Bin,1486992
1768,0,en,,2.345336,1/12/1990,91,Ski Patrol,8533973
1769,16000000,en,,7.108555,1/9/2009,87,The Unborn,76514050
1770,0,en,,11.443544,8/8/2006,73,Ultimate Avengers 2,7900000
1771,0,en,,11.002046,10/27/1995,115,Three Wishes,7025496
1772,13400000,en,,1.223071,12/29/2010,100,The Last Godfather,16700000
1773,65000000,en,,17.015539,12/15/1995,104,Jumanji,262797249
1774,0,en,,10.752519,7/6/2016,98,Cell,1133031
1775,35000000,en,,7.79014,10/19/2001,122,From Hell,74558115
1776,5000000,en,,14.970485,9/23/2013,97,Filth,9114264
1777,1070000,en,,0.170074,5/28/1998,95,Forever Fever,570000
1778,3000000,en,,2.850011,9/2/2002,89,Naqoyqatsi,13308
1779,35000000,en,,6.966505,3/28/2014,110,Sabotage,17508518
1780,14600000,en,,12.989627,2/11/1993,101,Groundhog Day,70906973
1781,5000000,en,,12.158424,5/18/2000,110,Billy Elliot,110000000
1782,18000000,fr,,6.971611,2/16/2010,80,The Illusionist,5602431
1783,6000000,fr,,11.186981,10/19/2016,105,Personal Shopper,1305195
1784,97000000,en,,54.581997,2/28/2017,137,Logan,616801808
1785,11000000,en,,10.3919,12/17/1993,118,What's Eating Gilbert Grape,10032765
1786,0,en,,0.626528,11/19/2008,105,Harvard Beats Yale 29-29,268431
1787,0,en,,1.53188,4/16/1999,103,Friends & Lovers,94633
1788,0,en,,4.782755,5/5/2006,101,First Snow,382267
1789,11000000,en,,23.37742,5/25/1979,117,Alien,104931801
1790,2500000,en,,11.591462,3/28/1963,119,The Birds,11403529
1791,5000000,en,,5.830675,3/17/1981,99,Nighthawks,19905359
1792,2159280,pl,,8.651053,10/25/2013,80,Ida,15298355
1793,7000000,en,,5.552946,6/9/1995,112,Smoke,8349430
1794,0,hu,,7.970312,7/12/2000,145,Werckmeister Harmonies,25461
1795,10831173,en,,4.480723,3/18/2011,106,Win Win,10654385
1796,13360000,it,,8.717661,5/20/2015,118,Youth,2000000
1797,55000000,en,,13.776068,10/10/2013,134,Captain Phillips,95000000
1798,20000000,en,,9.188583,3/31/2015,113,Dark Places,208588
1799,5000000,en,,6.370495,6/3/1983,113,Psycho II,34725000
1800,0,sv,,14.38601,9/18/2009,129,The Girl Who Played with Fire,66995253
1801,5,en,,0.00188,1/1/1999,141,The Cherry Orchard,135
1802,3500000,en,,0.556435,11/25/1998,90,Ringmaster,9247881
1803,30000000,en,,10.596719,4/22/2005,107,A Lot Like Love,42886719
1804,2500,en,,0.404753,3/12/2007,78,Quiet City,15425
1805,3800000,en,,8.070589,1/24/1948,126,The Treasure of the Sierra Madre,4307000
1806,0,en,,10.274376,8/10/1990,112,Air America,33461269
1807,14000000,en,,5.113573,9/30/2011,149,Margaret,46495
1808,4000000,sv,,7.274237,1/26/2008,115,Let the Right One In,10785801
1809,0,en,,1.512013,10/22/2002,150,Bus 174,217201
1810,135000000,en,,11.72545,7/27/2006,134,Miami Vice,163794509
1811,0,fr,,5.337351,10/8/2012,111,Renoir,2293798
1812,200000000,en,,20.818907,7/2/2003,109,Terminator 3: Rise of the Machines,435000000
1813,0,en,,11.106754,10/11/1985,121,Remo Williams: The Adventure Begins...,14393902
1814,0,cn,,5.917685,1/30/2008,86,CJ7,47301471
1815,2700000,it,,0.677253,10/1/1994,117,"Ryaba, My Chicken",4635143
1816,48000000,en,,8.338222,12/27/2000,147,Traffic,207515725
1817,0,en,,6.328119,6/15/2012,106,Something from Nothing: The Art of Rap,288312
1818,2000000,it,,1.188935,5/14/2003,89,Cowboys & Angels,33700
1819,120000000,en,,14.072511,5/15/2002,142,Star Wars: Episode II - Attack of the Clones,649398328
1820,0,ru,,0.518078,9/2/2002,91,Sky. Plane. Girl.,314195
1821,500000,en,,2.317528,1/31/2007,88,Boy Culture,220151
1822,0,es,,0.525869,4/12/2002,120,Cuban Rafters,62153
1823,4000000,en,,5.681582,11/7/1986,111,Sid & Nancy,2826523
1824,1500000,en,,8.708789,10/1/2007,86,My Name Is Bruce,173066
1825,19000000,en,,2.824367,3/24/1964,188,The Fall of the Roman Empire,4750000
1826,0,en,,5.79907,1/12/1990,81,Leatherface: Texas Chainsaw Massacre III,5765562
1827,6000000,en,,4.619068,6/7/1990,105,Lionheart,24078196
1828,0,ja,,0.418197,11/11/2005,133,Always - Sunset on Third Street,33053559
1829,50000000,en,,9.645801,4/19/2002,120,Murder by Numbers,56714147
1830,0,en,,6.653254,2/9/2007,96,2 Days in Paris,19776159
1831,70000000,en,,8.919469,7/30/1999,116,Runaway Bride,309457509
1832,6500000,ru,,0.877477,1/19/2011,102,The Best Movie 3-DE,9816332
1833,1250000,fr,,12.74564,10/14/1972,129,Last Tango in Paris,36144000
1834,0,ko,,3.631863,8/5/2015,124,Veteran,1200627
1835,0,en,,1.298224,9/14/1993,96,Suture,102780
1836,3000000,en,,8.733192,7/8/1988,97,Phantasm II,7282851
1837,60000000,en,,7.094624,9/11/2008,101,Righteous Kill,73174566
1838,30000000,en,,11.552956,1/19/2005,109,Assault on Precinct 13,35294470
1839,200000000,en,,13.67812,10/30/2008,106,Quantum of Solace,586090727
1840,0,en,,1.655202,2/3/2006,156,What the Bleep! Down the Rabbit Hole,138913
1841,130000000,en,,12.204174,2/18/2014,105,Pompeii,117831631
1842,15000000,en,,9.747452,8/21/2009,89,Post Grad,6405245
1843,0,en,,9.987072,12/16/1983,105,Uncommon Valor,27900000
1844,0,da,,1.907938,4/1/1999,106,The One and Only,5405313
1845,9000000,en,,1.494688,8/26/2005,97,Undiscovered,1046166
1846,1500000,en,,6.939994,4/20/1989,97,Kickboxer,14697005
1847,4000000,nl,,3.92107,11/17/2008,103,Winter in Wartime,530048
1848,0,en,,0.540436,9/15/1995,86,Man of the Year,209935
1849,17000000,en,,12.494394,10/21/1964,170,My Fair Lady,72070731
1850,3230939,ta,,1.937874,4/3/2009,162,Ayan,18000000
1851,0,en,,6.741159,1/6/2006,94,Grandma's Boy,6538177
1852,14000000,en,,12.243528,9/19/2000,97,Urban Legends: Final Cut,38574362
1853,0,en,,3.928278,10/25/2002,93,Paid in Full,3090862
1854,0,en,,11.266569,11/25/1987,90,Eddie Murphy Raw,50504655
1855,9000000,en,,9.51953,11/18/2016,104,The Edge of Seventeen,18803648
1856,16000000,en,,6.493474,9/29/2007,91,The Darjeeling Limited,24377151
1857,170000000,en,,21.259,12/10/2010,125,TRON: Legacy,400062763
1858,0,it,,4.67525,8/31/2000,114,One Hundred Steps,1805884
1859,1549000,cn,,4.331811,5/12/2005,107,Initial D,7096000
1860,12000000,en,,8.960713,6/28/2012,93,Katy Perry: Part of Me,32726956
1861,6500000,en,,2.12989,4/24/1981,104,The Hand,566736
1862,170000000,en,,18.717704,3/20/2014,136,Captain America: The Winter Soldier,714766572
1863,50000000,en,,9.35239,6/22/2005,101,Herbie Fully Loaded,66002004
1864,3700000,en,,13.505066,11/3/2006,98,Unknown,3338228
1865,0,en,,7.65458,3/24/2004,93,Scooby-Doo 2: Monsters Unleashed,181466833
1866,19000000,en,,14.9837,7/27/2016,96,Nerve,85241496
1867,125000000,en,,33.704935,6/6/2017,110,The Mummy,407778013
1868,0,en,,7.444848,4/27/1990,92,The Guardian,17037887
1869,108000000,en,,25.62993,9/30/2015,141,The Martian,630161890
1870,10000000,en,,7.873018,3/5/1970,137,Airport,100489151
1871,8000000,en,,2.404818,5/3/1991,115,A Rage in Harlem,10400000
1872,37000000,en,,16.414239,6/15/1989,108,Ghostbusters II,215394738
1873,17000000,en,,6.815147,2/5/1988,171,The Unbearable Lightness of Being,10006806
1874,0,zh,,14.164519,9/27/2013,133,Young Detective Dee: Rise of the Sea Dragon,72287783
1875,0,en,,0.229233,1/1/2007,0,Missing,1
1876,80000000,en,,13.666488,11/14/2003,90,Looney Tunes: Back in Action,68514844
1877,5000000,en,,3.007842,9/5/2003,98,Party Monster,742898
1878,19800000,en,,11.313659,9/10/2014,103,This Is Where I Leave You,41296320
1879,8000000,en,,3.851653,2/12/2014,112,Aloft,53086
1880,40000000,en,,16.478036,12/12/2013,138,American Hustle,251171807
1881,210000000,en,,0.867943,5/24/2006,104,X-Men: The Last Stand,459359555
1882,0,en,,6.175627,2/2/1990,109,Stella,20240128
1883,0,en,,5.279919,3/13/1975,108,The Great Waldo Pepper,20642922
1884,30000000,ja,,7.857666,9/7/2013,115,Space Pirate Captain Harlock,17137302
1885,12000000,en,,5.799628,9/9/2003,119,In the Cut,23
1886,0,es,,6.715019,10/28/1997,103,Live Flesh,1535558
1887,15000000,en,,11.440948,5/15/2011,100,The Artist,133432856
1888,7000000,en,,4.955317,10/2/2015,103,Freeheld,573335
1889,2300000,en,,2.01799,7/13/1951,107,Show Boat,11000000
1890,20000000,en,,11.069679,7/25/2008,133,Brideshead Revisited,13204291
1891,0,ru,,0.217441,3/13/2014,90,Apartment 18,320395
1892,5000000,en,,0.889745,10/30/1987,110,Gaby: A True Story,125400
1893,15000000,en,,9.288013,9/4/2009,99,All About Steve,40105542
1894,12000,en,,5.738871,3/12/1972,93,Pink Flamingos,6000000
1895,0,en,,2.03644,3/1/1985,86,The Adventures of Mark Twain,849915
1896,700000,en,,8.407369,7/16/1958,94,The Fly,3000000
1897,35000000,en,,8.33756,3/27/2008,123,21,69823199
1898,7000000,en,,7.523098,9/16/2005,93,"Good Night, and Good Luck.",54600000
1899,0,en,,2.115753,2/2/1990,108,Flashback,6488144
1900,0,en,,2.06066,11/25/2005,150,Deewane Huye Paagal,355962
1901,105000000,en,,13.99377,2/22/2008,109,"10,000 BC",266000000
1902,0,en,,0.100465,9/7/2001,88,Haiku Tunnel,251058
1903,80000000,en,,11.35779,6/19/2008,110,Get Smart,230685453
1904,3000000,sv,,0.702712,12/10/2010,99,Beyond,4800080
